"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"5243","Philippines",60800128,60805546,"PHL - stratum 03: REGION 3",6.33,388.6795,370.8027,390.5292
"5244","Philippines",60800050,60805547,"PHL - stratum 14: NCR",4.72,362.1833,309.0028,401.7154
"5245","Philippines",60800073,60805548,"PHL - stratum 14: NCR",6.61,312.1121,289.9988,332.2575
"5246","Philippines",60800175,60805549,"PHL - stratum 14: NCR",20.33,346.1896,297.9336,355.4675
"5247","Philippines",60800057,60805550,"PHL - stratum 01: REGION 1",1.03,301.3855,274.8347,308.2891
"5248","Philippines",60800014,60805551,"PHL - stratum 04: REGION 4A",21.59,358.5765,357.7098,296.115
"5249","Philippines",60800135,60805552,"PHL - stratum 10: REGION 9",13.03,362.9704,346.1157,388.1372
"5250","Philippines",60800155,60805553,"PHL - stratum 02: REGION 2",11.14,329.4764,346.7231,274.2667
"5251","Philippines",60800173,60805554,"PHL - stratum 14: NCR",8.03,347.3254,347.1876,357.7742
"5252","Philippines",60800044,60805555,"PHL - stratum 08: REGION 7",6.54,357.0862,330.8923,352.7966
"5253","Philippines",60800142,60805556,"PHL - stratum 05: REGION 4B",35.21,415.6477,433.0252,465.2889
"5254","Philippines",60800046,60805557,"PHL - stratum 06: REGION 5",1.66,273.3079,280.0763,325.1387
"5255","Philippines",60800157,60805558,"PHL - stratum 14: NCR",30.76,387.9211,409.9159,393.728
"5256","Philippines",60800037,60805559,"PHL - stratum 10: REGION 9",3.5,306.0014,290.5846,315.8637
"5257","Philippines",60800076,60805560,"PHL - stratum 08: REGION 7",6.38,319.0058,280.8472,304.3268
"5258","Philippines",60800077,60805561,"PHL - stratum 11: REGION 10",6.51,326.8394,300.0798,330.4534
"5259","Philippines",60800173,60805562,"PHL - stratum 14: NCR",8.59,328.7305,294.3124,318.0728
"5260","Philippines",60800080,60805563,"PHL - stratum 14: NCR",15.79,355.53,357.407,361.2878
"5261","Philippines",60800188,60805564,"PHL - stratum 14: NCR",40.76,496.1799,531.0645,503.7424
"5262","Philippines",60800083,60805565,"PHL - stratum 07: REGION 6",1.42,291.0379,218.6887,343.9179
"5263","Philippines",60800100,60805566,"PHL - stratum 07: REGION 6",10.93,348.0608,330.8031,305.9662
"5264","Philippines",60800109,60805567,"PHL - stratum 09: REGION 8",1.19,249.3551,203.8491,276.0341
"5265","Philippines",60800079,60805568,"PHL - stratum 04: REGION 4A",24.79,407.2397,417.6041,414.3477
"5266","Philippines",60800102,60805569,"PHL - stratum 08: REGION 7",21.41,411.0894,381.7582,378.3554
"5267","Philippines",60800028,60805570,"PHL - stratum 08: REGION 7",5.06,314.9553,318.3839,337.6234
"5268","Philippines",60800132,60805571,"PHL - stratum 14: NCR",1.03,278.5802,261.158,285.1655
"5269","Philippines",60800117,60805572,"PHL - stratum 12: REGION 11",2.65,306.6158,235.3579,330.0895
"5270","Philippines",60800158,60805573,"PHL - stratum 10: REGION 9",10.52,372.7744,323.2777,334.3418
"5271","Philippines",60800016,60805574,"PHL - stratum 07: REGION 6",6.52,354.1631,329.7042,365.9207
"5272","Philippines",60800110,60805576,"PHL - stratum 05: REGION 4B",3.55,303.0535,190.9164,256.9002
"5273","Philippines",60800013,60805577,"PHL - stratum 11: REGION 10",8.2,340.01,358.9496,353.1909
"5274","Philippines",60800146,60805578,"PHL - stratum 04: REGION 4A",33.59,437.478,470.3812,456.3408
"5275","Philippines",60800104,60805580,"PHL - stratum 10: REGION 9",11.33,345.382,303.8533,330.177
"5276","Philippines",60800175,60805581,"PHL - stratum 14: NCR",13.69,424.5839,395.6658,390.6209
"5277","Philippines",60800066,60805582,"PHL - stratum 07: REGION 6",15.62,393.3288,389.1685,383.0467
"5278","Philippines",60800089,60805583,"PHL - stratum 01: REGION 1",11.99,370.3923,347.5241,325.006
"5279","Philippines",60800066,60805584,"PHL - stratum 07: REGION 6",1.2,281.9257,295.0907,306.5443
"5280","Philippines",60800021,60805585,"PHL - stratum 09: REGION 8",15.12,346.7396,350.8454,328.8628
"5281","Philippines",60800016,60805586,"PHL - stratum 07: REGION 6",1.24,290.8765,256.657,319.2708
"5282","Philippines",60800124,60805587,"PHL - stratum 13: REGION 12",1.1,269.9426,227.7775,266.3219
"5283","Philippines",60800001,60805588,"PHL - stratum 11: REGION 10",1.54,284.1061,262.2073,254.0061
"5284","Philippines",60800039,60805589,"PHL - stratum 03: REGION 3",8.29,305.3699,297.9419,244.9504
"5285","Philippines",60800149,60805590,"PHL - stratum 04: REGION 4A",14.4,405.9582,404.5198,432.9812
"5286","Philippines",60800030,60805591,"PHL - stratum 08: REGION 7",2.35,310.1457,339.4333,302.2156
"5287","Philippines",60800042,60805592,"PHL - stratum 10: REGION 9",2.97,294.8936,254.6183,304.0589
"5288","Philippines",60800147,60805593,"PHL - stratum 01: REGION 1",15.07,333.3737,277.5181,356.7166
"5289","Philippines",60800058,60805594,"PHL - stratum 03: REGION 3",2.8,271.7534,222.564,295.2611
"5290","Philippines",60800051,60805595,"PHL - stratum 09: REGION 8",2.2,281.1399,251.2392,264.2981
"5291","Philippines",60800098,60805596,"PHL - stratum 02: REGION 2",7.44,312.9463,299.8098,278.8763
"5292","Philippines",60800038,60805597,"PHL - stratum 14: NCR",3.38,313.0614,299.8447,350.7847
"5293","Philippines",60800098,60805598,"PHL - stratum 02: REGION 2",10.44,301.143,278.6678,301.9671
"5294","Philippines",60800075,60805599,"PHL - stratum 11: REGION 10",9.85,348.2196,343.6105,353.3287
"5295","Philippines",60800130,60805600,"PHL - stratum 06: REGION 5",6.24,384.8592,333.6091,380.9627
"5296","Philippines",60800056,60805601,"PHL - stratum 07: REGION 6",12.17,355.0353,371.3693,372.2142
"5297","Philippines",60800122,60805602,"PHL - stratum 02: REGION 2",3.96,332.375,327.0873,352.442
"5298","Philippines",60800027,60805603,"PHL - stratum 07: REGION 6",3.76,313.1491,302.7152,307.5888
"5299","Philippines",60800133,60805604,"PHL - stratum 04: REGION 4A",30.61,406.3653,430.3766,406.0715
"5300","Philippines",60800180,60805605,"PHL - stratum 03: REGION 3",22.32,321.2122,318.6256,305.736
"5301","Philippines",60800091,60805606,"PHL - stratum 16: CARAGA",8.99,373.039,353.5558,369.2908
"5302","Philippines",60800048,60805607,"PHL - stratum 13: REGION 12",2.31,260.8099,230.4406,202.1957
"5303","Philippines",60800139,60805608,"PHL - stratum 08: REGION 7",23.79,334.3105,414.1554,346.5286
"5304","Philippines",60800009,60805609,"PHL - stratum 06: REGION 5",10.51,325.4092,342.7234,340.2928
"5305","Philippines",60800164,60805610,"PHL - stratum 14: NCR",20.57,373.9811,345.0707,354.8433
"5306","Philippines",60800172,60805611,"PHL - stratum 07: REGION 6",8.49,313.8556,298.8351,321.7211
"5307","Philippines",60800120,60805612,"PHL - stratum 04: REGION 4A",34.88,456.1352,466.1823,491.0889
"5308","Philippines",60800092,60805613,"PHL - stratum 04: REGION 4A",4.98,311.7824,313.6592,317.8456
"5309","Philippines",60800121,60805614,"PHL - stratum 08: REGION 7",2.22,292.3877,250.3165,282.0225
"5310","Philippines",60800147,60805615,"PHL - stratum 01: REGION 1",6.91,335.027,326.3001,360.3587
"5311","Philippines",60800115,60805616,"PHL - stratum 12: REGION 11",2.71,302.1571,231.4899,273.7927
"5312","Philippines",60800135,60805617,"PHL - stratum 10: REGION 9",14.11,357.3396,325.9851,343.3619
"5313","Philippines",60800054,60805618,"PHL - stratum 04: REGION 4A",7.71,333.1493,264.8268,305.8269
"5314","Philippines",60800070,60805619,"PHL - stratum 04: REGION 4A",17.07,416.8238,416.2975,430.0246
"5315","Philippines",60800100,60805620,"PHL - stratum 07: REGION 6",6.74,359.9023,356.1237,328.4193
"5316","Philippines",60800187,60805621,"PHL - stratum 04: REGION 4A",6.19,358.4005,361.8404,397.893
"5317","Philippines",60800179,60805622,"PHL - stratum 16: CARAGA",10.61,365.1273,340.6465,328.3052
"5318","Philippines",60800052,60805623,"PHL - stratum 12: REGION 11",26.97,404.2791,432.1293,413.8637
"5319","Philippines",60800101,60805624,"PHL - stratum 06: REGION 5",12.17,366.078,337.7313,318.0874
"5320","Philippines",60800070,60805625,"PHL - stratum 04: REGION 4A",23.76,372.5302,372.0604,372.1534
"5321","Philippines",60800010,60805626,"PHL - stratum 07: REGION 6",14.94,419.5142,382.8119,443.9424
"5322","Philippines",60800051,60805627,"PHL - stratum 09: REGION 8",3.74,299.187,293.6774,287.5903
"5323","Philippines",60800172,60805628,"PHL - stratum 07: REGION 6",8.85,376.6712,371.4451,384.5692
"5324","Philippines",60800166,60805629,"PHL - stratum 04: REGION 4A",12.66,291.5883,265.8218,297.6599
"5325","Philippines",60800035,60805630,"PHL - stratum 09: REGION 8",6.16,368.0234,371.8238,364.8605
"5326","Philippines",60800123,60805631,"PHL - stratum 11: REGION 10",2.34,316.573,257.4041,329.549
"5327","Philippines",60800021,60805632,"PHL - stratum 09: REGION 8",37.98,401.1817,426.4816,372.1724
"5328","Philippines",60800023,60805633,"PHL - stratum 04: REGION 4A",28.81,420.8439,405.9516,399.0135
"5329","Philippines",60800038,60805634,"PHL - stratum 14: NCR",34.68,460.9191,514.3295,491.8655
"5330","Philippines",60800114,60805635,"PHL - stratum 03: REGION 3",8.92,297.7165,263.2599,308.649
"5331","Philippines",60800092,60805636,"PHL - stratum 04: REGION 4A",17.42,359.2255,413.4743,341.3677
"5332","Philippines",60800065,60805637,"PHL - stratum 12: REGION 11",33.3,382.0528,408.3874,418.0926
"5333","Philippines",60800044,60805638,"PHL - stratum 08: REGION 7",1.11,266.5564,252.7705,291.5351
"5334","Philippines",60800030,60805639,"PHL - stratum 08: REGION 7",6.24,310.2433,296.1118,273.4474
"5335","Philippines",60800167,60805640,"PHL - stratum 11: REGION 10",3.51,324.1313,275.4945,295.8848
"5336","Philippines",60800034,60805641,"PHL - stratum 07: REGION 6",6.62,351.2126,305.1485,305.3648
"5337","Philippines",60800146,60805642,"PHL - stratum 04: REGION 4A",39.84,472.1342,513.5309,438.7787
"5338","Philippines",60800111,60805643,"PHL - stratum 07: REGION 6",44.19,461.658,551.744,480.6711
"5339","Philippines",60800181,60805644,"PHL - stratum 06: REGION 5",13.31,327.4069,314.9753,361.2823
"5340","Philippines",60800034,60805645,"PHL - stratum 07: REGION 6",8.95,376.3637,327.4704,355.5777
"5341","Philippines",60800122,60805646,"PHL - stratum 02: REGION 2",2.54,285.9947,285.4453,273.1623
"5342","Philippines",60800188,60805647,"PHL - stratum 14: NCR",48.7,504.1219,552.732,540.8637
"5343","Philippines",60800143,60805648,"PHL - stratum 03: REGION 3",5.57,293.8541,274.6144,303.4753
"5344","Philippines",60800001,60805649,"PHL - stratum 11: REGION 10",2.41,307.1883,258.6211,294.7877
"5345","Philippines",60800148,60805650,"PHL - stratum 08: REGION 7",3.82,316.7981,305.4612,292.8187
"5346","Philippines",60800043,60805651,"PHL - stratum 14: NCR",46.13,456.0501,489.2834,455.0581
"5347","Philippines",60800071,60805652,"PHL - stratum 09: REGION 8",15.23,362.9187,337.2435,386.8841
"5348","Philippines",60800182,60805653,"PHL - stratum 06: REGION 5",32.81,385.4803,426.6561,388.9056
"5349","Philippines",60800137,60805654,"PHL - stratum 03: REGION 3",8.64,317.5385,283.2185,291.4757
"5350","Philippines",60800088,60805655,"PHL - stratum 08: REGION 7",2.61,270.4721,244.118,270.8195
"5351","Philippines",60800114,60805656,"PHL - stratum 03: REGION 3",1.01,311.2199,304.3941,318.3435
"5352","Philippines",60800010,60805658,"PHL - stratum 07: REGION 6",5.02,301.573,262.9105,286.7524
"5353","Philippines",60800151,60805659,"PHL - stratum 15: CAR",55.24,554.1405,552.6661,581.5705
"5354","Philippines",60800085,60805660,"PHL - stratum 13: REGION 12",20.16,405.5594,375.3573,434.0209
"5355","Philippines",60800101,60805661,"PHL - stratum 06: REGION 5",0.36,276.3002,235.9387,258.9425
"5356","Philippines",60800105,60805662,"PHL - stratum 14: NCR",19.03,445.8195,455.7099,452.4392
"5357","Philippines",60800071,60805663,"PHL - stratum 09: REGION 8",8.31,322.0529,342.5467,318.9939
"5358","Philippines",60800074,60805664,"PHL - stratum 06: REGION 5",2.39,279.137,233.3996,268.0482
"5359","Philippines",60800153,60805665,"PHL - stratum 03: REGION 3",3.97,316.2017,299.8141,289.1029
"5360","Philippines",60800081,60805666,"PHL - stratum 05: REGION 4B",5.71,331.9558,276.6496,325.3281
"5361","Philippines",60800109,60805667,"PHL - stratum 09: REGION 8",5.9,259.9513,297.7253,278.2423
"5362","Philippines",60800125,60805668,"PHL - stratum 03: REGION 3",20.61,451.0095,478.686,512.6314
"5363","Philippines",60800027,60805669,"PHL - stratum 07: REGION 6",30.33,447.6185,428.883,447.0213
"5364","Philippines",60800054,60805670,"PHL - stratum 04: REGION 4A",33.65,479.7367,501.3636,533.6634
"5365","Philippines",60800127,60805671,"PHL - stratum 01: REGION 1",6.02,311.8935,302.196,315.1966
"5366","Philippines",60800140,60805672,"PHL - stratum 04: REGION 4A",32.87,468.5267,503.5151,449.7648
"5367","Philippines",60800098,60805673,"PHL - stratum 02: REGION 2",46.17,430.1652,469.2413,455.2706
"5368","Philippines",60800112,60805674,"PHL - stratum 12: REGION 11",24.4,403.3732,387.8466,386.3612
"5369","Philippines",60800066,60805675,"PHL - stratum 07: REGION 6",14.73,322.0586,313.4169,318.691
"5370","Philippines",60800163,60805676,"PHL - stratum 03: REGION 3",16.91,366.4819,355.6513,344.7924
"5371","Philippines",60800049,60805677,"PHL - stratum 03: REGION 3",46.45,478.3502,492.3306,514.2764
"5372","Philippines",60800005,60805678,"PHL - stratum 08: REGION 7",32.87,443.2153,489.7213,488.0746
"5373","Philippines",60800075,60805679,"PHL - stratum 11: REGION 10",0.93,298.7465,239.1722,315.703
"5374","Philippines",60800011,60805680,"PHL - stratum 08: REGION 7",5.13,297.5454,294.1885,289.1117
"5375","Philippines",60800005,60805681,"PHL - stratum 08: REGION 7",25.85,365.8668,409.1338,373.8373
"5376","Philippines",60800086,60805683,"PHL - stratum 01: REGION 1",27.73,406.5182,360.1299,395.9869
"5377","Philippines",60800072,60805684,"PHL - stratum 10: REGION 9",13.12,341.7343,406.4859,338.58
"5378","Philippines",60800156,60805686,"PHL - stratum 16: CARAGA",26.88,369.3314,371.3467,339.8566
"5379","Philippines",60800120,60805687,"PHL - stratum 04: REGION 4A",27.07,418.7163,401.9969,372.1573
"5380","Philippines",60800042,60805688,"PHL - stratum 10: REGION 9",3.27,272.8143,269.1823,273.7734
"5381","Philippines",60800165,60805689,"PHL - stratum 10: REGION 9",1.54,315.8057,250.8721,299.3389
"5382","Philippines",60800110,60805690,"PHL - stratum 05: REGION 4B",23.59,373.4299,394.7969,361.1865
"5383","Philippines",60800037,60805691,"PHL - stratum 10: REGION 9",6.56,305.0127,316.3056,297.2928
"5384","Philippines",60800091,60805692,"PHL - stratum 16: CARAGA",2.41,299.8384,262.3812,274.9056
"5385","Philippines",60800178,60805694,"PHL - stratum 07: REGION 6",9.19,300.8185,321.611,275.9624
"5386","Philippines",60800037,60805695,"PHL - stratum 10: REGION 9",1.1,279.5954,226.5073,272.4759
"5387","Philippines",60800135,60805696,"PHL - stratum 10: REGION 9",11.2,328.2627,310.0882,311.9577
"5388","Philippines",60800060,60805697,"PHL - stratum 09: REGION 8",22.22,417.1848,386.0115,381.6171
"5389","Philippines",60800005,60805698,"PHL - stratum 08: REGION 7",33.93,386.1716,450.5047,426.3304
"5390","Philippines",60800025,60805699,"PHL - stratum 02: REGION 2",20,375.5957,385.1001,406.3318
"5391","Philippines",60800048,60805700,"PHL - stratum 13: REGION 12",9.01,382.1521,404.7262,307.206
"5392","Philippines",60800007,60805701,"PHL - stratum 13: REGION 12",6.3,337.6535,289.8187,318.4297
"5393","Philippines",60800071,60805702,"PHL - stratum 09: REGION 8",22.63,365.7441,373.7645,404.5511
"5394","Philippines",60800010,60805703,"PHL - stratum 07: REGION 6",20.06,392.4932,412.708,400.1927
"5395","Philippines",60800100,60805704,"PHL - stratum 07: REGION 6",20.67,375.9239,335.972,387.8353
"5396","Philippines",60800157,60805706,"PHL - stratum 14: NCR",2.31,271.9734,244.817,270.3874
"5397","Philippines",60800086,60805708,"PHL - stratum 01: REGION 1",24.24,355.393,307.3356,300.9813
"5398","Philippines",60800188,60805709,"PHL - stratum 14: NCR",40.72,417.9866,452.0424,447.0242
"5399","Philippines",60800083,60805710,"PHL - stratum 07: REGION 6",15.12,390.9795,395.0363,382.943
"5400","Philippines",60800052,60805711,"PHL - stratum 12: REGION 11",21.89,372.8842,392.7736,367.8548
"5401","Philippines",60800106,60805712,"PHL - stratum 06: REGION 5",6.15,345.5494,330.1803,294.9446
"5402","Philippines",60800087,60805713,"PHL - stratum 09: REGION 8",33.81,474.7504,446.8886,440.3501
"5403","Philippines",60800038,60805714,"PHL - stratum 14: NCR",5.96,325.7449,299.8739,372.884
"5404","Philippines",60800083,60805715,"PHL - stratum 07: REGION 6",23.34,451.7094,451.9417,440.4432
"5405","Philippines",60800049,60805716,"PHL - stratum 03: REGION 3",3.09,269.589,253.7637,309.3418
"5406","Philippines",60800009,60805717,"PHL - stratum 06: REGION 5",20.7,359.0858,384.8833,373.0465
"5407","Philippines",60800164,60805718,"PHL - stratum 14: NCR",0.52,296.981,216.0339,293.1584
"5408","Philippines",60800086,60805719,"PHL - stratum 01: REGION 1",29.12,450.8492,429.3382,487.8176
"5409","Philippines",60800162,60805720,"PHL - stratum 02: REGION 2",8.17,334.2524,302.2476,320.4152
"5410","Philippines",60800188,60805721,"PHL - stratum 14: NCR",33.02,432.7585,439.2234,476.3693
"5411","Philippines",60800153,60805722,"PHL - stratum 03: REGION 3",29.91,378.3298,375.4865,374.9087
"5412","Philippines",60800028,60805723,"PHL - stratum 08: REGION 7",36.55,461.2043,462.3791,479.2344
"5413","Philippines",60800105,60805726,"PHL - stratum 14: NCR",5.81,351.4074,298.6098,288.2619
"5414","Philippines",60800076,60805727,"PHL - stratum 08: REGION 7",11.66,349.9516,340.9907,362.2927
"5415","Philippines",60800164,60805728,"PHL - stratum 14: NCR",17.89,337.7084,312.4717,313.401
"5416","Philippines",60800130,60805729,"PHL - stratum 06: REGION 5",22.64,382.6827,423.8632,394.9854
"5417","Philippines",60800040,60805730,"PHL - stratum 07: REGION 6",37.1,468.9923,491.9852,475.1464
"5418","Philippines",60800172,60805731,"PHL - stratum 07: REGION 6",5.04,306.6216,287.4962,309.0944
"5419","Philippines",60800053,60805732,"PHL - stratum 04: REGION 4A",10.19,380.9398,306.9935,335.6179
"5420","Philippines",60800078,60805733,"PHL - stratum 04: REGION 4A",25.13,424.3572,441.7802,457.8026
"5421","Philippines",60800058,60805734,"PHL - stratum 03: REGION 3",11.26,309.8245,324.519,361.0728
"5422","Philippines",60800040,60805735,"PHL - stratum 07: REGION 6",1.93,309.7772,289.7446,315.6635
"5423","Philippines",60800074,60805736,"PHL - stratum 06: REGION 5",31.79,431.6084,474.9923,472.855
"5424","Philippines",60800186,60805737,"PHL - stratum 12: REGION 11",45.59,464.3873,533.7733,537.7816
"5425","Philippines",60800010,60805738,"PHL - stratum 07: REGION 6",8.98,303.6901,337.5238,288.1591
"5426","Philippines",60800063,60805739,"PHL - stratum 01: REGION 1",11.05,333.5614,324.0537,334.8816
"5427","Philippines",60800012,60805740,"PHL - stratum 14: NCR",14.42,322.7684,298.4979,306.0421
"5428","Philippines",60800094,60805741,"PHL - stratum 05: REGION 4B",14.79,378.5002,383.6616,373.6062
"5429","Philippines",60800139,60805742,"PHL - stratum 08: REGION 7",5.9,318.8406,349.2301,341.8958
"5430","Philippines",60800014,60805743,"PHL - stratum 04: REGION 4A",19.36,359.1659,345.3975,387.5209
"5431","Philippines",60800006,60805745,"PHL - stratum 11: REGION 10",6.15,346.0087,315.8862,326.4539
"5432","Philippines",60800057,60805746,"PHL - stratum 01: REGION 1",0.9,243.4503,222.75,302.185
"5433","Philippines",60800061,60805747,"PHL - stratum 01: REGION 1",6.9,330.3135,306.6425,309.8081
"5434","Philippines",60800082,60805748,"PHL - stratum 08: REGION 7",2.72,279.4206,289.3074,288.028
"5435","Philippines",60800171,60805749,"PHL - stratum 03: REGION 3",15.4,351.1332,331.6848,329.8471
"5436","Philippines",60800013,60805750,"PHL - stratum 11: REGION 10",10.68,379.5806,330.7709,355.0812
"5437","Philippines",60800182,60805751,"PHL - stratum 06: REGION 5",4.97,327.724,322.7885,314.1675
"5438","Philippines",60800030,60805752,"PHL - stratum 08: REGION 7",0.89,271.9952,267.1091,262.2601
"5439","Philippines",60800020,60805753,"PHL - stratum 12: REGION 11",29.89,363.8133,432.3005,421.2705
"5440","Philippines",60800179,60805754,"PHL - stratum 16: CARAGA",30.24,385.212,365.2912,377.213
"5441","Philippines",60800104,60805755,"PHL - stratum 10: REGION 9",1.59,279.0446,252.2818,239.3096
"5442","Philippines",60800058,60805756,"PHL - stratum 03: REGION 3",0.62,293.1062,250.0591,308.0596
"5443","Philippines",60800161,60805757,"PHL - stratum 09: REGION 8",7.79,360.483,356.3185,314.3541
"5444","Philippines",60800188,60805758,"PHL - stratum 14: NCR",10.11,391.3681,442.4409,368.1287
"5445","Philippines",60800070,60805759,"PHL - stratum 04: REGION 4A",2.4,305.4551,296.0019,324.7904
"5446","Philippines",60800175,60805760,"PHL - stratum 14: NCR",36.03,411.8913,438.4062,428.1606
"5447","Philippines",60800141,60805761,"PHL - stratum 05: REGION 4B",8.71,314.8046,281.488,364.1453
"5448","Philippines",60800019,60805762,"PHL - stratum 16: CARAGA",7.01,372.388,323.8221,363.445
"5449","Philippines",60800178,60805763,"PHL - stratum 07: REGION 6",24.4,378.4067,389.2766,350.6215
"5450","Philippines",60800057,60805764,"PHL - stratum 01: REGION 1",0.8,237.4656,217.5951,289.746
"5451","Philippines",60800167,60805765,"PHL - stratum 11: REGION 10",11.41,351.2064,334.0791,349.8077
"5452","Philippines",60800039,60805766,"PHL - stratum 03: REGION 3",7.81,320.315,278.0687,300.171
"5453","Philippines",60800153,60805767,"PHL - stratum 03: REGION 3",5.65,281.8304,253.1019,301.6314
"5454","Philippines",60800034,60805768,"PHL - stratum 07: REGION 6",7.61,335.1603,340.1336,307.1143
"5455","Philippines",60800144,60805769,"PHL - stratum 06: REGION 5",29.15,414.1391,462.9649,455.2339
"5456","Philippines",60800163,60805770,"PHL - stratum 03: REGION 3",7.35,341.448,329.9097,359.9756
"5457","Philippines",60800030,60805771,"PHL - stratum 08: REGION 7",35.43,402.5528,463.6024,407.2093
"5458","Philippines",60800159,60805772,"PHL - stratum 09: REGION 8",23.72,365.396,381.1908,336.3434
"5459","Philippines",60800037,60805773,"PHL - stratum 10: REGION 9",4.58,317.7619,310.5893,348.5707
"5460","Philippines",60800104,60805774,"PHL - stratum 10: REGION 9",6.83,316.5913,270.7765,304.5067
"5461","Philippines",60800111,60805775,"PHL - stratum 07: REGION 6",4.08,329.3629,271.12,303.2671
"5462","Philippines",60800029,60805776,"PHL - stratum 04: REGION 4A",51.68,522.0626,543.4496,535.0294
"5463","Philippines",60800055,60805777,"PHL - stratum 01: REGION 1",16.4,340.2011,325.1997,333.157
"5464","Philippines",60800132,60805778,"PHL - stratum 14: NCR",5.65,274.3085,271.8397,282.2438
"5465","Philippines",60800140,60805779,"PHL - stratum 04: REGION 4A",47.01,490.9688,515.2609,531.4543
"5466","Philippines",60800112,60805780,"PHL - stratum 12: REGION 11",25.47,389.3869,390.9483,414.4704
"5467","Philippines",60800073,60805781,"PHL - stratum 14: NCR",10.7,377.2585,375.6886,361.9121
"5468","Philippines",60800069,60805782,"PHL - stratum 08: REGION 7",9.36,361.1461,365.0128,373.1723
"5469","Philippines",60800119,60805783,"PHL - stratum 15: CAR",1.27,310.322,273.7085,291.7174
"5470","Philippines",60800146,60805784,"PHL - stratum 04: REGION 4A",1.54,303.4098,282.696,353.8897
"5471","Philippines",60800004,60805785,"PHL - stratum 16: CARAGA",15.31,324.4443,274.5997,283.4376
"5472","Philippines",60800149,60805786,"PHL - stratum 04: REGION 4A",25.01,420.032,442.6357,437.319
"5473","Philippines",60800079,60805787,"PHL - stratum 04: REGION 4A",20.26,371.4637,403.8698,405.0831
"5474","Philippines",60800051,60805788,"PHL - stratum 09: REGION 8",1.01,259.5986,212.7259,235.3189
"5475","Philippines",60800044,60805789,"PHL - stratum 08: REGION 7",8.53,372.2868,361.9254,361.3007
"5476","Philippines",60800094,60805790,"PHL - stratum 05: REGION 4B",1.95,272.8159,227.7548,292.0105
"5477","Philippines",60800017,60805791,"PHL - stratum 01: REGION 1",8.39,333.3231,316.574,304.4544
"5478","Philippines",60800006,60805792,"PHL - stratum 11: REGION 10",35.77,416.5457,489.7805,443.9374
"5479","Philippines",60800149,60805793,"PHL - stratum 04: REGION 4A",16.71,378.594,408.7228,403.9583
"5480","Philippines",60800053,60805794,"PHL - stratum 04: REGION 4A",15.97,357.9598,317.7904,317.5692
"5481","Philippines",60800085,60805796,"PHL - stratum 13: REGION 12",3.01,279.2325,295.5752,289.6009
"5482","Philippines",60800091,60805797,"PHL - stratum 16: CARAGA",2.48,266.522,268.8967,283.2106
"5483","Philippines",60800001,60805798,"PHL - stratum 11: REGION 10",2.11,259.3844,265.5318,252.8328
"5484","Philippines",60800014,60805799,"PHL - stratum 04: REGION 4A",21.26,383.6093,426.9086,380.2852
"5485","Philippines",60800075,60805800,"PHL - stratum 11: REGION 10",11.11,359.1562,317.4502,339.6495
"5486","Philippines",60800041,60805802,"PHL - stratum 14: NCR",42.55,498.4907,542.9641,518.2686
"5487","Philippines",60800120,60805803,"PHL - stratum 04: REGION 4A",1.02,253.8498,186.0287,232.0091
"5488","Philippines",60800020,60805804,"PHL - stratum 12: REGION 11",6.83,306.4413,291.5571,323.7382
"5489","Philippines",60800003,60805805,"PHL - stratum 04: REGION 4A",23.9,392.7878,390.7905,365.395
"5490","Philippines",60800187,60805806,"PHL - stratum 04: REGION 4A",1.53,316.253,301.1448,274.4938
"5491","Philippines",60800032,60805807,"PHL - stratum 03: REGION 3",9.38,315.4088,326.4385,324.2586
"5492","Philippines",60800146,60805808,"PHL - stratum 04: REGION 4A",5.93,305.5964,303.7147,313.648
"5493","Philippines",60800060,60805809,"PHL - stratum 09: REGION 8",16.36,356.1864,354.3368,353.4674
"5494","Philippines",60800109,60805810,"PHL - stratum 09: REGION 8",1.62,288.5104,314.0347,317.9257
"5495","Philippines",60800059,60805811,"PHL - stratum 13: REGION 12",6.52,318.4358,300.643,311.5613
"5496","Philippines",60800074,60805812,"PHL - stratum 06: REGION 5",4.78,300.8709,295.5891,283.4608
"5497","Philippines",60800147,60805813,"PHL - stratum 01: REGION 1",4.37,273.4922,280.8482,298.9557
"5498","Philippines",60800188,60805814,"PHL - stratum 14: NCR",33.82,451.1188,569.3745,453.699
"5499","Philippines",60800176,60805815,"PHL - stratum 09: REGION 8",0.4,268.4363,218.1956,264.3146
"5500","Philippines",60800011,60805816,"PHL - stratum 08: REGION 7",6.12,296.6784,270.0087,284.0005
"5501","Philippines",60800153,60805817,"PHL - stratum 03: REGION 3",3.26,315.7849,261.5817,315.1752
"5502","Philippines",60800114,60805818,"PHL - stratum 03: REGION 3",4.42,296.6695,266.0706,298.3867
"5503","Philippines",60800164,60805820,"PHL - stratum 14: NCR",25.62,393.2668,429.656,432.0336
"5504","Philippines",60800005,60805821,"PHL - stratum 08: REGION 7",30.12,397.2448,404.8076,444.4549
"5505","Philippines",60800048,60805822,"PHL - stratum 13: REGION 12",8.67,338.403,336.9517,323.1662
"5506","Philippines",60800164,60805824,"PHL - stratum 14: NCR",11.36,326.0822,299.6444,309.9372
"5507","Philippines",60800122,60805825,"PHL - stratum 02: REGION 2",7.75,343.3645,321.9989,292.4663
